cust_acct_mapping_id,acct_id,cust_id,cust_acct_role,src_sys,data_dump_dt
1029,1028,1028,Primary,1,2022-01-02T00:00:00Z
1030,1029,1029,Primary,1,2022-01-02T00:00:00Z
1031,1030,1030,Primary,1,2022-01-02T00:00:00Z
1032,1031,1031,Primary,1,2022-01-02T00:00:00Z
1033,1032,1032,Primary,1,2022-01-02T00:00:00Z
1034,1033,1033,Primary,1,2022-01-02T00:00:00Z
1035,1034,1034,Primary,1,2022-01-02T00:00:00Z
1036,1035,1035,Primary,1,2022-01-02T00:00:00Z
1037,1036,1036,Primary,1,2022-01-02T00:00:00Z
1038,1037,1037,Primary,1,2022-01-02T00:00:00Z
1039,1038,1038,Primary,1,2022-01-02T00:00:00Z
1040,1039,1039,Primary,1,2022-01-02T00:00:00Z
1041,1040,1040,Primary,1,2022-01-02T00:00:00Z
1042,1041,1041,Primary,1,2022-01-02T00:00:00Z
1043,1042,1042,Primary,1,2022-01-02T00:00:00Z
1044,1043,1043,Primary,1,2022-01-02T00:00:00Z
1045,1044,1044,Primary,1,2022-01-02T00:00:00Z
1046,1045,1045,Primary,1,2022-01-02T00:00:00Z
1047,1046,1046,Primary,1,2022-01-02T00:00:00Z
1048,1047,1047,Primary,1,2022-01-02T00:00:00Z
1049,1048,1048,Primary,1,2022-01-02T00:00:00Z
1050,1049,1049,Primary,1,2022-01-02T00:00:00Z
1051,1050,1050,Primary,1,2022-01-02T00:00:00Z
1052,1051,1051,Primary,1,2022-01-02T00:00:00Z
1053,1052,1052,Primary,1,2022-01-02T00:00:00Z
1054,1053,1053,Primary,1,2022-01-02T00:00:00Z
1055,1054,1054,Primary,1,2022-01-02T00:00:00Z
1056,1055,1055,Primary,1,2022-01-02T00:00:00Z
1057,1056,1056,Primary,1,2022-01-02T00:00:00Z
1058,1057,1057,Primary,1,2022-01-02T00:00:00Z
1059,1058,1058,Primary,1,2022-01-02T00:00:00Z
1060,1059,1059,Primary,1,2022-01-02T00:00:00Z
1061,1060,1060,Primary,1,2022-01-02T00:00:00Z
1062,1061,1061,Primary,1,2022-01-02T00:00:00Z
1063,1062,1062,Primary,1,2022-01-02T00:00:00Z
1064,1063,1063,Primary,1,2022-01-02T00:00:00Z
1065,1064,1064,Primary,1,2022-01-02T00:00:00Z
1066,1065,1065,Primary,1,2022-01-02T00:00:00Z
1067,1066,1066,Primary,1,2022-01-02T00:00:00Z
1068,1067,1067,Primary,1,2022-01-02T00:00:00Z
1069,1068,1068,Primary,1,2022-01-02T00:00:00Z
1070,1069,1069,Primary,1,2022-01-02T00:00:00Z
1071,1070,1070,Primary,1,2022-01-02T00:00:00Z
1072,1071,1071,Primary,1,2022-01-02T00:00:00Z
1073,1072,1072,Primary,1,2022-01-02T00:00:00Z
1074,1073,1073,Primary,1,2022-01-02T00:00:00Z
1075,1074,1074,Primary,1,2022-01-02T00:00:00Z
1076,1075,1075,Primary,1,2022-01-02T00:00:00Z
1077,1076,1076,Primary,1,2022-01-02T00:00:00Z
1078,1077,1077,Primary,1,2022-01-02T00:00:00Z
1079,1078,1078,Primary,1,2022-01-02T00:00:00Z
1080,1079,1079,Primary,1,2022-01-02T00:00:00Z
1081,1080,1080,Primary,1,2022-01-02T00:00:00Z
1082,1081,1081,Primary,1,2022-01-02T00:00:00Z
1083,1082,1082,Primary,1,2022-01-02T00:00:00Z
1084,1083,1083,Primary,1,2022-01-02T00:00:00Z
1085,1084,1084,Primary,1,2022-01-02T00:00:00Z
1086,1085,1085,Primary,1,2022-01-02T00:00:00Z
1087,1086,1086,Primary,1,2022-01-02T00:00:00Z
1088,1087,1087,Primary,1,2022-01-02T00:00:00Z
1089,1088,1088,Primary,1,2022-01-02T00:00:00Z
1090,1089,1089,Primary,1,2022-01-02T00:00:00Z
1091,1090,1090,Primary,1,2022-01-02T00:00:00Z
1092,1091,1091,Primary,1,2022-01-02T00:00:00Z
1093,1092,1092,Primary,1,2022-01-02T00:00:00Z
1094,1093,1093,Primary,1,2022-01-02T00:00:00Z
1095,1094,1094,Primary,1,2022-01-02T00:00:00Z
1096,1095,1095,Primary,1,2022-01-02T00:00:00Z
1097,1096,1096,Primary,1,2022-01-02T00:00:00Z
1098,1097,1097,Primary,1,2022-01-02T00:00:00Z
1099,1098,1098,Primary,1,2022-01-02T00:00:00Z
1100,1099,1099,Primary,1,2022-01-02T00:00:00Z
1101,1100,1100,Primary,1,2022-01-02T00:00:00Z
1102,1101,1101,Primary,1,2022-01-02T00:00:00Z
1103,1102,1102,Primary,1,2022-01-02T00:00:00Z
1104,1103,1103,Primary,1,2022-01-02T00:00:00Z
1105,1104,1104,Primary,1,2022-01-02T00:00:00Z
1106,1105,1105,Primary,1,2022-01-02T00:00:00Z
1107,1106,1106,Primary,1,2022-01-02T00:00:00Z
1108,1107,1107,Primary,1,2022-01-02T00:00:00Z
1109,1108,1108,Primary,1,2022-01-02T00:00:00Z
1110,1109,1109,Primary,1,2022-01-02T00:00:00Z
1111,1110,1110,Primary,1,2022-01-02T00:00:00Z
1112,1111,1111,Primary,1,2022-01-02T00:00:00Z
1113,1112,1112,Primary,1,2022-01-02T00:00:00Z
1114,1113,1113,Primary,1,2022-01-02T00:00:00Z
1115,1114,1114,Primary,1,2022-01-02T00:00:00Z
1116,1115,1115,Primary,1,2022-01-02T00:00:00Z
1117,1116,1116,Primary,1,2022-01-02T00:00:00Z
1118,1117,1117,Primary,1,2022-01-02T00:00:00Z
1119,1118,1118,Primary,1,2022-01-02T00:00:00Z
1120,1119,1119,Primary,1,2022-01-02T00:00:00Z
1121,1120,1120,Primary,1,2022-01-02T00:00:00Z
1122,1121,1121,Primary,1,2022-01-02T00:00:00Z
1123,1122,1122,Primary,1,2022-01-02T00:00:00Z
1124,1123,1123,Primary,1,2022-01-02T00:00:00Z
1125,1124,1124,Primary,1,2022-01-02T00:00:00Z
1126,1125,1125,Primary,1,2022-01-02T00:00:00Z
1127,1126,1126,Primary,1,2022-01-02T00:00:00Z
1128,1127,1127,Primary,1,2022-01-02T00:00:00Z
1129,1128,1128,Primary,1,2022-01-02T00:00:00Z
1130,1129,1129,Primary,1,2022-01-02T00:00:00Z
1131,1130,1130,Primary,1,2022-01-02T00:00:00Z
1132,1131,1131,Primary,1,2022-01-02T00:00:00Z
1133,1132,1132,Primary,1,2022-01-02T00:00:00Z
1134,1133,1133,Primary,1,2022-01-02T00:00:00Z
1135,1134,1134,Primary,1,2022-01-02T00:00:00Z
1136,1135,1135,Primary,1,2022-01-02T00:00:00Z
1137,1136,1136,Primary,1,2022-01-02T00:00:00Z
1138,1137,1137,Primary,1,2022-01-02T00:00:00Z
1139,1138,1138,Primary,1,2022-01-02T00:00:00Z
1140,1139,1139,Primary,1,2022-01-02T00:00:00Z
1141,1140,1140,Primary,1,2022-01-02T00:00:00Z
1142,1141,1141,Primary,1,2022-01-02T00:00:00Z
1143,1142,1142,Primary,1,2022-01-02T00:00:00Z
1144,1143,1143,Primary,1,2022-01-02T00:00:00Z
1145,1144,1144,Primary,1,2022-01-02T00:00:00Z
1146,1145,1145,Primary,1,2022-01-02T00:00:00Z
1147,1146,1146,Primary,1,2022-01-02T00:00:00Z
1148,1147,1147,Primary,1,2022-01-02T00:00:00Z
1149,1148,1148,Primary,1,2022-01-02T00:00:00Z
1150,1149,1149,Primary,1,2022-01-02T00:00:00Z
1151,1150,1150,Primary,1,2022-01-02T00:00:00Z
1152,1151,1151,Primary,1,2022-01-02T00:00:00Z
1153,1152,1152,Primary,1,2022-01-02T00:00:00Z
1154,1153,1153,Primary,1,2022-01-02T00:00:00Z
1155,1154,1154,Primary,1,2022-01-02T00:00:00Z
1156,1155,1155,Primary,1,2022-01-02T00:00:00Z
1157,1156,1156,Primary,1,2022-01-02T00:00:00Z
1158,1157,1157,Primary,1,2022-01-02T00:00:00Z
1159,1158,1158,Primary,1,2022-01-02T00:00:00Z
1160,1159,1159,Primary,1,2022-01-02T00:00:00Z
1161,1160,1160,Primary,1,2022-01-02T00:00:00Z
1162,1161,1161,Primary,1,2022-01-02T00:00:00Z
1163,1162,1162,Primary,1,2022-01-02T00:00:00Z
1164,1163,1163,Primary,1,2022-01-02T00:00:00Z
1165,1164,1164,Primary,1,2022-01-02T00:00:00Z
1166,1165,1165,Primary,1,2022-01-02T00:00:00Z
1167,1166,1166,Primary,1,2022-01-02T00:00:00Z
1168,1167,1167,Primary,1,2022-01-02T00:00:00Z
1169,1168,1168,Primary,1,2022-01-02T00:00:00Z
1170,1169,1169,Primary,1,2022-01-02T00:00:00Z
1171,1170,1170,Primary,1,2022-01-02T00:00:00Z
1172,1171,1171,Primary,1,2022-01-02T00:00:00Z
1173,1172,1172,Primary,1,2022-01-02T00:00:00Z
1174,1173,1173,Primary,1,2022-01-02T00:00:00Z
1175,1174,1174,Primary,1,2022-01-02T00:00:00Z
1176,1175,1175,Primary,1,2022-01-02T00:00:00Z
1177,1176,1176,Primary,1,2022-01-02T00:00:00Z
1178,1177,1177,Primary,1,2022-01-02T00:00:00Z
1179,1178,1178,Primary,1,2022-01-02T00:00:00Z
1180,1179,1179,Primary,1,2022-01-02T00:00:00Z
1181,1180,1180,Primary,1,2022-01-02T00:00:00Z
1182,1181,1181,Primary,1,2022-01-02T00:00:00Z
1183,1182,1182,Primary,1,2022-01-02T00:00:00Z
1184,1183,1183,Primary,1,2022-01-02T00:00:00Z
1185,1184,1184,Primary,1,2022-01-02T00:00:00Z
1186,1185,1185,Primary,1,2022-01-02T00:00:00Z
1187,1186,1186,Primary,1,2022-01-02T00:00:00Z
1188,1187,1187,Primary,1,2022-01-02T00:00:00Z
1189,1188,1188,Primary,1,2022-01-02T00:00:00Z
1190,1189,1189,Primary,1,2022-01-02T00:00:00Z
1191,1190,1190,Primary,1,2022-01-02T00:00:00Z
1192,1191,1191,Primary,1,2022-01-02T00:00:00Z
1193,1192,1192,Primary,1,2022-01-02T00:00:00Z
1194,1193,1193,Primary,1,2022-01-02T00:00:00Z
1195,1194,1194,Primary,1,2022-01-02T00:00:00Z
1196,1195,1195,Primary,1,2022-01-02T00:00:00Z
1197,1196,1196,Primary,1,2022-01-02T00:00:00Z
1198,1197,1197,Primary,1,2022-01-02T00:00:00Z
1199,1198,1198,Primary,1,2022-01-02T00:00:00Z
1200,1199,1199,Primary,1,2022-01-02T00:00:00Z
1201,1200,1200,Primary,1,2022-01-02T00:00:00Z
1202,1201,1201,Primary,1,2022-01-02T00:00:00Z
1203,1202,1202,Primary,1,2022-01-02T00:00:00Z
1204,1203,1203,Primary,1,2022-01-02T00:00:00Z
1205,1204,1204,Primary,1,2022-01-02T00:00:00Z
1206,1205,1205,Primary,1,2022-01-02T00:00:00Z
1207,1206,1206,Primary,1,2022-01-02T00:00:00Z
1208,1207,1207,Primary,1,2022-01-02T00:00:00Z
1209,1208,1208,Primary,1,2022-01-02T00:00:00Z
1210,1209,1209,Primary,1,2022-01-02T00:00:00Z
1211,1210,1210,Primary,1,2022-01-02T00:00:00Z
1212,1211,1211,Primary,1,2022-01-02T00:00:00Z
1213,1212,1212,Primary,1,2022-01-02T00:00:00Z
1214,1213,1213,Primary,1,2022-01-02T00:00:00Z
1215,1214,1214,Primary,1,2022-01-02T00:00:00Z
1216,1215,1215,Primary,1,2022-01-02T00:00:00Z
1217,1216,1216,Primary,1,2022-01-02T00:00:00Z
1218,1217,1217,Primary,1,2022-01-02T00:00:00Z
1219,1218,1218,Primary,1,2022-01-02T00:00:00Z
1220,1219,1219,Primary,1,2022-01-02T00:00:00Z
1221,1220,1220,Primary,1,2022-01-02T00:00:00Z
1222,1221,1221,Primary,1,2022-01-02T00:00:00Z
1223,1222,1222,Primary,1,2022-01-02T00:00:00Z
1224,1223,1223,Primary,1,2022-01-02T00:00:00Z
1225,1224,1224,Primary,1,2022-01-02T00:00:00Z
1226,1225,1225,Primary,1,2022-01-02T00:00:00Z
1227,1226,1226,Primary,1,2022-01-02T00:00:00Z
1228,1227,1227,Primary,1,2022-01-02T00:00:00Z
1229,1228,1228,Primary,1,2022-01-02T00:00:00Z
1230,1229,1229,Primary,1,2022-01-02T00:00:00Z
1231,1230,1230,Primary,1,2022-01-02T00:00:00Z
1232,1231,1231,Primary,1,2022-01-02T00:00:00Z
1233,1232,1232,Primary,1,2022-01-02T00:00:00Z
1234,1233,1233,Primary,1,2022-01-02T00:00:00Z
1235,1234,1234,Primary,1,2022-01-02T00:00:00Z
1236,1235,1235,Primary,1,2022-01-02T00:00:00Z
1237,1236,1236,Primary,1,2022-01-02T00:00:00Z
1238,1237,1237,Primary,1,2022-01-02T00:00:00Z
1239,1238,1238,Primary,1,2022-01-02T00:00:00Z
1240,1239,1239,Primary,1,2022-01-02T00:00:00Z
1241,1240,1240,Primary,1,2022-01-02T00:00:00Z
1242,1241,1241,Primary,1,2022-01-02T00:00:00Z
1243,1242,1242,Primary,1,2022-01-02T00:00:00Z
1244,1243,1243,Primary,1,2022-01-02T00:00:00Z
1245,1244,1244,Primary,1,2022-01-02T00:00:00Z
1246,1245,1245,Primary,1,2022-01-02T00:00:00Z
1247,1246,1246,Primary,1,2022-01-02T00:00:00Z
1248,1247,1247,Primary,1,2022-01-02T00:00:00Z
1249,1248,1248,Primary,1,2022-01-02T00:00:00Z
1250,1249,1249,Primary,1,2022-01-02T00:00:00Z
1251,1250,1250,Primary,1,2022-01-02T00:00:00Z
1252,1251,1251,Primary,1,2022-01-02T00:00:00Z
1253,1252,1252,Primary,1,2022-01-02T00:00:00Z
1254,1253,1253,Primary,1,2022-01-02T00:00:00Z
1255,1254,1254,Primary,1,2022-01-02T00:00:00Z
1256,1255,1255,Primary,1,2022-01-02T00:00:00Z
1257,1256,1256,Primary,1,2022-01-02T00:00:00Z
1258,1257,1257,Primary,1,2022-01-02T00:00:00Z
1259,1258,1258,Primary,1,2022-01-02T00:00:00Z
1260,1259,1259,Primary,1,2022-01-02T00:00:00Z
1261,1260,1260,Primary,1,2022-01-02T00:00:00Z
1262,1261,1261,Primary,1,2022-01-02T00:00:00Z
1263,1262,1262,Primary,1,2022-01-02T00:00:00Z
1264,1263,1263,Primary,1,2022-01-02T00:00:00Z
1265,1264,1264,Primary,1,2022-01-02T00:00:00Z
1266,1265,1265,Primary,1,2022-01-02T00:00:00Z
1267,1266,1266,Primary,1,2022-01-02T00:00:00Z
1268,1267,1267,Primary,1,2022-01-02T00:00:00Z
1269,1268,1268,Primary,1,2022-01-02T00:00:00Z
1270,1269,1269,Primary,1,2022-01-02T00:00:00Z
1271,1270,1270,Primary,1,2022-01-02T00:00:00Z
1272,1271,1271,Primary,1,2022-01-02T00:00:00Z
1273,1272,1272,Primary,1,2022-01-02T00:00:00Z
1274,1273,1273,Primary,1,2022-01-02T00:00:00Z
1275,1274,1274,Primary,1,2022-01-02T00:00:00Z
1276,1275,1275,Primary,1,2022-01-02T00:00:00Z
1277,1276,1276,Primary,1,2022-01-02T00:00:00Z
1278,1277,1277,Primary,1,2022-01-02T00:00:00Z
1279,1278,1278,Primary,1,2022-01-02T00:00:00Z
1280,1279,1279,Primary,1,2022-01-02T00:00:00Z
1281,1280,1280,Primary,1,2022-01-02T00:00:00Z
1282,1281,1281,Primary,1,2022-01-02T00:00:00Z
1283,1282,1282,Primary,1,2022-01-02T00:00:00Z
1284,1283,1283,Primary,1,2022-01-02T00:00:00Z
1285,1284,1284,Primary,1,2022-01-02T00:00:00Z
1286,1285,1285,Primary,1,2022-01-02T00:00:00Z
1287,1286,1286,Primary,1,2022-01-02T00:00:00Z
1288,1287,1287,Primary,1,2022-01-02T00:00:00Z
1289,1288,1288,Primary,1,2022-01-02T00:00:00Z
1290,1289,1289,Primary,1,2022-01-02T00:00:00Z
1291,1290,1290,Primary,1,2022-01-02T00:00:00Z
1292,1291,1291,Primary,1,2022-01-02T00:00:00Z
1293,1292,1292,Primary,1,2022-01-02T00:00:00Z
1294,1293,1293,Primary,1,2022-01-02T00:00:00Z
1295,1294,1294,Primary,1,2022-01-02T00:00:00Z
1296,1295,1295,Primary,1,2022-01-02T00:00:00Z
1297,1296,1296,Primary,1,2022-01-02T00:00:00Z
1298,1297,1297,Primary,1,2022-01-02T00:00:00Z
1299,1298,1298,Primary,1,2022-01-02T00:00:00Z
1300,1299,1299,Primary,1,2022-01-02T00:00:00Z
1301,1300,1300,Primary,1,2022-01-02T00:00:00Z
1302,1301,1301,Primary,1,2022-01-02T00:00:00Z
1303,1302,1302,Primary,1,2022-01-02T00:00:00Z
1304,1303,1303,Primary,1,2022-01-02T00:00:00Z
1305,1304,1304,Primary,1,2022-01-02T00:00:00Z
1306,1305,1305,Primary,1,2022-01-02T00:00:00Z
1307,1306,1306,Primary,1,2022-01-02T00:00:00Z
1308,1307,1307,Primary,1,2022-01-02T00:00:00Z
1309,1308,1308,Primary,1,2022-01-02T00:00:00Z
1310,1309,1309,Primary,1,2022-01-02T00:00:00Z
1311,1310,1310,Primary,1,2022-01-02T00:00:00Z
1312,1311,1311,Primary,1,2022-01-02T00:00:00Z
1313,1312,1312,Primary,1,2022-01-02T00:00:00Z
1314,1313,1313,Primary,1,2022-01-02T00:00:00Z
1315,1314,1314,Primary,1,2022-01-02T00:00:00Z
1316,1315,1315,Primary,1,2022-01-02T00:00:00Z
1317,1316,1316,Primary,1,2022-01-02T00:00:00Z
1318,1317,1317,Primary,1,2022-01-02T00:00:00Z
1319,1318,1318,Primary,1,2022-01-02T00:00:00Z
1320,1319,1319,Primary,1,2022-01-02T00:00:00Z
1321,1320,1320,Primary,1,2022-01-02T00:00:00Z
1322,1321,1321,Primary,1,2022-01-02T00:00:00Z
1323,1322,1322,Primary,1,2022-01-02T00:00:00Z
1324,1323,1323,Primary,1,2022-01-02T00:00:00Z
1325,1324,1324,Primary,1,2022-01-02T00:00:00Z
1326,1325,1325,Primary,1,2022-01-02T00:00:00Z
1327,1326,1326,Primary,1,2022-01-02T00:00:00Z
1328,1327,1327,Primary,1,2022-01-02T00:00:00Z
1329,1328,1328,Primary,1,2022-01-02T00:00:00Z
1330,1329,1329,Primary,1,2022-01-02T00:00:00Z
1331,1330,1330,Primary,1,2022-01-02T00:00:00Z
1332,1331,1331,Primary,1,2022-01-02T00:00:00Z
1333,1332,1332,Primary,1,2022-01-02T00:00:00Z
1334,1333,1333,Primary,1,2022-01-02T00:00:00Z
1335,1334,1334,Primary,1,2022-01-02T00:00:00Z
1336,1335,1335,Primary,1,2022-01-02T00:00:00Z
1337,1336,1336,Primary,1,2022-01-02T00:00:00Z
1338,1337,1337,Primary,1,2022-01-02T00:00:00Z
1339,1338,1338,Primary,1,2022-01-02T00:00:00Z
1340,1339,1339,Primary,1,2022-01-02T00:00:00Z
1341,1340,1340,Primary,1,2022-01-02T00:00:00Z
1342,1341,1341,Primary,1,2022-01-02T00:00:00Z
1343,1342,1342,Primary,1,2022-01-02T00:00:00Z
1344,1343,1343,Primary,1,2022-01-02T00:00:00Z
1345,1344,1344,Primary,1,2022-01-02T00:00:00Z
1346,1345,1345,Primary,1,2022-01-02T00:00:00Z
1347,1346,1346,Primary,1,2022-01-02T00:00:00Z
1348,1347,1347,Primary,1,2022-01-02T00:00:00Z
1349,1348,1348,Primary,1,2022-01-02T00:00:00Z
1350,1349,1349,Primary,1,2022-01-02T00:00:00Z
1351,1350,1350,Primary,1,2022-01-02T00:00:00Z
1352,1351,1351,Primary,1,2022-01-02T00:00:00Z
1353,1352,1352,Primary,1,2022-01-02T00:00:00Z
1354,1353,1353,Primary,1,2022-01-02T00:00:00Z
1355,1354,1354,Primary,1,2022-01-02T00:00:00Z
1356,1355,1355,Primary,1,2022-01-02T00:00:00Z
1357,1356,1356,Primary,1,2022-01-02T00:00:00Z
1358,1357,1357,Primary,1,2022-01-02T00:00:00Z
1359,1358,1358,Primary,1,2022-01-02T00:00:00Z
1360,1359,1359,Primary,1,2022-01-02T00:00:00Z
1361,1360,1360,Primary,1,2022-01-02T00:00:00Z
1362,1361,1361,Primary,1,2022-01-02T00:00:00Z
1363,1362,1362,Primary,1,2022-01-02T00:00:00Z
1364,1363,1363,Primary,1,2022-01-02T00:00:00Z
1365,1364,1364,Primary,1,2022-01-02T00:00:00Z
1366,1365,1365,Primary,1,2022-01-02T00:00:00Z
1367,1366,1366,Primary,1,2022-01-02T00:00:00Z
1368,1367,1367,Primary,1,2022-01-02T00:00:00Z
1369,1368,1368,Primary,1,2022-01-02T00:00:00Z
1370,1369,1369,Primary,1,2022-01-02T00:00:00Z
1371,1370,1370,Primary,1,2022-01-02T00:00:00Z
1372,1371,1371,Primary,1,2022-01-02T00:00:00Z
1373,1372,1372,Primary,1,2022-01-02T00:00:00Z
1374,1373,1373,Primary,1,2022-01-02T00:00:00Z
1375,1374,1374,Primary,1,2022-01-02T00:00:00Z
1376,1375,1375,Primary,1,2022-01-02T00:00:00Z
1377,1376,1376,Primary,1,2022-01-02T00:00:00Z
1378,1377,1377,Primary,1,2022-01-02T00:00:00Z
1379,1378,1378,Primary,1,2022-01-02T00:00:00Z
1380,1379,1379,Primary,1,2022-01-02T00:00:00Z
1381,1380,1380,Primary,1,2022-01-02T00:00:00Z
1382,1381,1381,Primary,1,2022-01-02T00:00:00Z
1383,1382,1382,Primary,1,2022-01-02T00:00:00Z
1384,1383,1383,Primary,1,2022-01-02T00:00:00Z
1385,1384,1384,Primary,1,2022-01-02T00:00:00Z
1386,1385,1385,Primary,1,2022-01-02T00:00:00Z
1387,1386,1386,Primary,1,2022-01-02T00:00:00Z
1388,1387,1387,Primary,1,2022-01-02T00:00:00Z
1389,1388,1388,Primary,1,2022-01-02T00:00:00Z
1390,1389,1389,Primary,1,2022-01-02T00:00:00Z
1391,1390,1390,Primary,1,2022-01-02T00:00:00Z
1392,1391,1391,Primary,1,2022-01-02T00:00:00Z
1393,1392,1392,Primary,1,2022-01-02T00:00:00Z
1394,1393,1393,Primary,1,2022-01-02T00:00:00Z
1395,1394,1394,Primary,1,2022-01-02T00:00:00Z
1396,1395,1395,Primary,1,2022-01-02T00:00:00Z
1397,1396,1396,Primary,1,2022-01-02T00:00:00Z
1398,1397,1397,Primary,1,2022-01-02T00:00:00Z
1399,1398,1398,Primary,1,2022-01-02T00:00:00Z
1400,1399,1399,Primary,1,2022-01-02T00:00:00Z
1401,1400,1400,Primary,1,2022-01-02T00:00:00Z
1402,1401,1401,Primary,1,2022-01-02T00:00:00Z
1403,1402,1402,Primary,1,2022-01-02T00:00:00Z
1404,1403,1403,Primary,1,2022-01-02T00:00:00Z
1405,1404,1404,Primary,1,2022-01-02T00:00:00Z
1406,1405,1405,Primary,1,2022-01-02T00:00:00Z
1407,1406,1406,Primary,1,2022-01-02T00:00:00Z
1408,1407,1407,Primary,1,2022-01-02T00:00:00Z
1409,1408,1408,Primary,1,2022-01-02T00:00:00Z
1410,1409,1409,Primary,1,2022-01-02T00:00:00Z
1411,1410,1410,Primary,1,2022-01-02T00:00:00Z
1412,1411,1411,Primary,1,2022-01-02T00:00:00Z
1413,1412,1412,Primary,1,2022-01-02T00:00:00Z
1414,1413,1413,Primary,1,2022-01-02T00:00:00Z
1415,1414,1414,Primary,1,2022-01-02T00:00:00Z
1416,1415,1415,Primary,1,2022-01-02T00:00:00Z
1417,1416,1416,Primary,1,2022-01-02T00:00:00Z
1418,1417,1417,Primary,1,2022-01-02T00:00:00Z
1419,1418,1418,Primary,1,2022-01-02T00:00:00Z
1420,1419,1419,Primary,1,2022-01-02T00:00:00Z
1421,1420,1420,Primary,1,2022-01-02T00:00:00Z
1422,1421,1421,Primary,1,2022-01-02T00:00:00Z
1423,1422,1422,Primary,1,2022-01-02T00:00:00Z
1424,1423,1423,Primary,1,2022-01-02T00:00:00Z
1425,1424,1424,Primary,1,2022-01-02T00:00:00Z
1426,1425,1425,Primary,1,2022-01-02T00:00:00Z
1427,1426,1426,Primary,1,2022-01-02T00:00:00Z
1428,1427,1427,Primary,1,2022-01-02T00:00:00Z
1429,1428,1428,Primary,1,2022-01-02T00:00:00Z
1430,1429,1429,Primary,1,2022-01-02T00:00:00Z
1431,1430,1430,Primary,1,2022-01-02T00:00:00Z
1432,1431,1431,Primary,1,2022-01-02T00:00:00Z
1433,1432,1432,Primary,1,2022-01-02T00:00:00Z
1434,1433,1433,Primary,1,2022-01-02T00:00:00Z
1435,1434,1434,Primary,1,2022-01-02T00:00:00Z
1436,1435,1435,Primary,1,2022-01-02T00:00:00Z
1437,1436,1436,Primary,1,2022-01-02T00:00:00Z
1438,1437,1437,Primary,1,2022-01-02T00:00:00Z
1439,1438,1438,Primary,1,2022-01-02T00:00:00Z
1440,1439,1439,Primary,1,2022-01-02T00:00:00Z
1441,1440,1440,Primary,1,2022-01-02T00:00:00Z
1442,1441,1441,Primary,1,2022-01-02T00:00:00Z
1443,1442,1442,Primary,1,2022-01-02T00:00:00Z
1444,1443,1443,Primary,1,2022-01-02T00:00:00Z
1445,1444,1444,Primary,1,2022-01-02T00:00:00Z
1446,1445,1445,Primary,1,2022-01-02T00:00:00Z
